gender,city,state,job,category,amt,dia,mes,ano,hora,minuto,is_fraud
F,Peoria,AZ,Historic buildings inspector/conservation officer,misc_net,11.69,4,10,2023,23,16,1.0
F,Flint,MI,Site engineer,shopping_pos,905.57,14,11,2023,15,22,1.0
F,Peoria,AZ,Historic buildings inspector/conservation officer,grocery_pos,12.4,4,10,2023,1,6,1.0
M,Mesa,AZ,Associate Professor,grocery_pos,15.79,11,9,2023,0,47,1.0
F,Schenectady,NY,Professor Emeritus,personal_care,20.83,10,2,2024,22,54,1.0
M,Winston Salem,NC,General practice doctor,grocery_pos,11.23,4,5,2023,4,4,1.0
F,Janesville,WI,Pathologist,shopping_net,1058.66,9,7,2023,19,4,1.0
M,Brooklyn,NY,Patent examiner,shopping_net,958.61,31,12,2023,22,14,1.0
M,Belle Vernon,PA,Solicitor,grocery_pos,305.2,15,7,2023,3,32,1.0
M,New York City,NY,Chartered legal executive (England and Wales),shopping_pos,726.26,3,10,2023,22,47,1.0
F,Keithville,LA,General practice doctor,shopping_net,975.5,21,12,2023,22,49,1.0
F,Tiffin,OH,Architect,shopping_pos,909.68,19,12,2023,23,21,1.0
M,Cumberland,MD,"Teacher, adult education",gas_transport,312.73,14,1,2024,6,26,1.0
M,Hialeah,FL,Publishing rights manager,shopping_net,656.74,21,7,2023,23,21,1.0
M,Newcastle,OK,IT consultant,shopping_pos,1010.9,31,7,2023,13,55,1.0
M,Atlanta,GA,Maintenance engineer,grocery_pos,310.33,14,12,2023,1,50,1.0
M,Levelland,TX,Firefighter,shopping_net,1095.44,25,8,2023,22,1,1.0
F,Broomfield,CO,Television production assistant,entertainment,781.99,16,9,2023,23,5,1.0
F,Longwood,FL,"Engineer, broadcasting (operations)",shopping_net,750.6,18,5,2023,22,32,1.0
M,Milwaukee,WI,Chiropodist,shopping_net,779.37,23,8,2023,18,45,1.0
F,Fort Worth,TX,"Social research officer, government",shopping_net,345.03,14,11,2023,0,29,1.0
M,Toledo,OH,"Scientist, biomedical",grocery_net,9.12,29,1,2024,4,45,1.0
M,Cleveland,OH,Clothing/textile technologist,shopping_pos,5.8,5,8,2023,23,11,1.0
F,Lake Wales,FL,Community arts worker,gas_transport,12.59,16,10,2023,1,5,1.0
F,Midland,NC,Television floor manager,gas_transport,6.8,30,10,2023,3,26,1.0
F,District Heights,MD,Midwife,personal_care,964.74,5,2,2024,13,49,1.0
F,Gallatin,TN,"Accountant, chartered certified",gas_transport,11.05,17,7,2023,1,55,1.0
F,Stafford,VA,Careers information officer,misc_net,829.38,31,10,2023,0,36,1.0
F,Chula Vista,CA,Commercial art gallery manager,health_fitness,10.18,17,5,2023,23,18,1.0
M,Moreno Valley,CA,Paediatric nurse,gas_transport,304.13,10,7,2023,10,22,1.0
M,Fresno,CA,Acupuncturist,shopping_net,830.18,13,3,2023,23,11,1.0
M,Panama City,FL,Scientific laboratory technician,misc_net,885.57,13,8,2023,9,25,1.0
F,Schenectady,NY,Professor Emeritus,misc_pos,1034.56,9,2,2024,6,36,1.0
F,Georgetown,KY,Phytotherapist,grocery_pos,289.61,1,8,2023,2,27,1.0
M,Moreno Valley,CA,Paediatric nurse,grocery_pos,307.52,10,7,2023,2,16,1.0
M,York,PA,Radio broadcast assistant,misc_net,759.08,20,10,2023,3,54,1.0
F,Chula Vista,CA,Call centre manager,travel,12.08,5,6,2023,19,22,1.0
F,New Milford,NJ,"Engineer, agricultural",misc_net,5.74,12,9,2023,0,56,1.0
M,Fisher,IL,Art therapist,grocery_pos,904.25,21,1,2024,22,18,1.0
M,Rio Rancho,NM,Clothing/textile technologist,gas_transport,10.86,6,9,2023,1,14,1.0
F,Jackson,LA,Recycling officer,shopping_net,988.87,3,11,2023,13,2,1.0
F,Montgomery,IL,Commercial art gallery manager,shopping_net,1060.77,29,12,2023,13,17,1.0
F,Lake Wales,FL,Community arts worker,misc_net,810.94,16,10,2023,22,43,1.0
M,Jackson,MI,"Designer, furniture",shopping_pos,941.07,23,7,2023,22,23,1.0
M,Biloxi,MS,Horticultural therapist,shopping_net,16.99,21,8,2023,22,30,1.0
M,Riverside,CA,Architectural technologist,grocery_pos,337.41,10,4,2023,9,50,1.0
M,Dadeville,AL,Ranger/warden,grocery_pos,794.8,8,5,2023,3,39,1.0
M,Brooklyn,NY,Patent examiner,grocery_pos,837.31,30,12,2023,22,43,1.0
M,Colorado Springs,CO,Statistician,gas_transport,9.38,6,12,2023,0,15,1.0
M,Denver,CO,Careers adviser,misc_net,312.44,5,5,2023,9,52,1.0
F,Clear Lake,MN,"Engineer, electronics",shopping_net,1029.89,13,3,2023,22,27,1.0
F,Anchorage,AK,"Engineer, broadcasting (operations)",shopping_net,1016.35,12,5,2023,0,32,1.0
F,Sayville,NY,Private music teacher,food_dining,1193.89,17,1,2024,1,49,1.0
F,Riverside,IL,IT sales professional,shopping_pos,881.07,18,5,2023,10,42,1.0
F,Muscatine,IA,Systems developer,misc_net,1077.43,16,6,2023,22,57,1.0
M,San Jose,CA,Intelligence analyst,grocery_pos,278.42,17,4,2023,7,36,1.0
F,Ontario,CA,"Nurse, mental health",shopping_pos,320.15,21,8,2023,23,2,1.0
M,Louisville,KY,Adult nurse,gas_transport,9.03,31,1,2024,1,28,1.0
M,Mesa,AZ,Associate Professor,kids_pets,1057.61,12,9,2023,23,14,1.0
F,Fontana,CA,Hydrographic surveyor,misc_net,731.8,12,1,2024,23,11,1.0
M,Cutler,CA,Secondary school teacher,gas_transport,12.57,11,12,2023,3,33,1.0
F,Ontario,CA,"Nurse, mental health",gas_transport,9.28,20,8,2023,2,55,1.0
M,Hazleton,IA,Emergency planning/management officer,grocery_pos,18.25,13,8,2023,3,44,1.0
F,Carson City,NV,Health and safety inspector,shopping_pos,612.77,27,12,2023,22,46,1.0
F,Bronx,NY,"Research officer, government",grocery_pos,319.55,12,12,2023,3,43,1.0
F,Muscatine,IA,Systems developer,kids_pets,18.9,16,6,2023,23,24,1.0
M,Snoqualmie,WA,Museum/gallery curator,gas_transport,329.43,21,10,2023,1,31,1.0
F,Rochester,NY,Management consultant,shopping_net,1110.82,9,8,2023,23,24,1.0
F,Peoria,AZ,Historic buildings inspector/conservation officer,grocery_net,7.56,4,10,2023,6,8,1.0
F,Ontario,CA,"Nurse, mental health",gas_transport,11.96,20,8,2023,0,15,1.0
F,Evansville,IN,Quarry manager,shopping_pos,18.71,1,8,2023,22,22,1.0
F,Huntington,WV,"Therapist, speech and language",shopping_net,117.66,9,6,2023,22,2,1.0
F,Clear Lake,MN,"Engineer, electronics",misc_net,9.02,12,3,2023,0,32,1.0
F,Saint Louis,MO,Lawyer,misc_net,779.13,1,3,2024,22,1,1.0
F,Saint Louis,MO,Press sub,grocery_pos,327.8,8,9,2023,3,4,1.0
F,New Milford,NJ,"Engineer, agricultural",food_dining,121.62,13,9,2023,3,58,1.0
M,York,PA,Radio broadcast assistant,grocery_pos,292.29,20,10,2023,2,37,1.0
F,Sayville,NY,Private music teacher,entertainment,1019.98,17,1,2024,3,36,1.0
M,El Segundo,CA,"Therapist, speech and language",shopping_pos,782.47,20,7,2023,13,5,1.0
F,Clear Lake,MN,"Engineer, electronics",grocery_net,870.01,12,3,2023,1,50,1.0
F,Burbank,CA,Event organiser,misc_pos,998.94,25,11,2023,2,46,1.0
F,Salt Lake City,UT,"Programme researcher, broadcasting/film/video",entertainment,420.79,22,4,2023,0,41,1.0
M,Cumberland,MD,"Teacher, adult education",shopping_net,17.05,15,1,2024,23,26,1.0
F,Miami,FL,Early years teacher,home,234.2,2,3,2024,22,20,1.0
F,Riverside,IL,IT sales professional,misc_pos,809.08,18,5,2023,0,38,1.0
M,Fort Cobb,OK,Insurance risk surveyor,grocery_net,14.69,10,6,2023,0,26,1.0
F,Ormond Beach,FL,Speech and language therapist,entertainment,1092.08,19,9,2023,15,24,1.0
M,San Jose,CA,Intelligence analyst,misc_net,268.29,18,4,2023,2,21,1.0
F,Burbank,CA,Event organiser,personal_care,22.42,26,11,2023,23,14,1.0
M,Oakland,CA,"Engineer, communications",shopping_net,992.98,3,4,2023,22,57,1.0
F,Saint Paul,MN,Seismic interpreter,shopping_pos,7.02,12,3,2023,0,30,1.0
M,Shreveport,LA,"Therapist, horticultural",misc_net,1024.07,4,11,2023,14,11,1.0
F,Huntington,WV,"Therapist, speech and language",misc_net,928.42,8,6,2023,16,32,1.0
F,New York City,NY,Accounting technician,misc_net,526.99,23,10,2023,1,11,1.0
F,Orange City,FL,Paediatric nurse,shopping_pos,788.65,2,6,2023,22,0,1.0
F,Sandyville,WV,Retail buyer,shopping_net,1148.85,7,1,2024,22,39,1.0
F,Dansville,NY,Patent attorney,grocery_pos,289.66,15,7,2023,3,12,1.0
F,San Antonio,TX,Recycling officer,shopping_net,300.81,6,4,2023,12,41,1.0
M,Marcus Hook,PA,"Production designer, theatre/television/film",gas_transport,690.96,26,5,2023,0,3,1.0
F,Seabrook,TX,Broadcast journalist,misc_net,784.01,15,4,2023,20,1,1.0
M,Marlborough,MA,Retail buyer,shopping_net,758.35,14,1,2024,22,44,1.0
M,Brockton,MA,Hydrogeologist,grocery_pos,278.34,10,9,2023,3,49,1.0
M,Newbury,OH,Podiatrist,misc_net,781.29,2,2,2024,22,28,1.0
F,Moss Landing,CA,Analytical chemist,personal_care,266.19,25,12,2023,16,6,1.0
M,Atlanta,GA,Maintenance engineer,shopping_net,948.38,15,12,2023,22,13,1.0
M,Chicago,IL,"Social research officer, government",grocery_pos,298.86,14,12,2023,0,5,1.0
F,San Marcos,CA,Occupational psychologist,grocery_pos,297.14,25,9,2023,1,1,1.0
F,Stafford,VA,Careers information officer,shopping_net,963.75,31,10,2023,22,12,1.0
M,Leesburg,GA,Dancer,grocery_pos,12.74,18,2,2024,3,4,1.0
F,Broomfield,CO,Television production assistant,shopping_net,1004.6,16,9,2023,22,20,1.0
F,Jackson,LA,Recycling officer,shopping_net,676.41,3,11,2023,22,54,1.0
F,El Cajon,CA,Bonds trader,personal_care,20.12,16,4,2023,23,33,1.0
F,Sherrard,IL,Medical secretary,misc_net,871.46,5,8,2023,22,36,1.0
F,Salt Lake City,UT,"Programme researcher, broadcasting/film/video",shopping_pos,790.79,21,4,2023,3,17,1.0
F,Tualatin,OR,Occupational therapist,grocery_pos,283.24,12,8,2023,2,34,1.0
M,Carlsbad,NM,Nutritional therapist,shopping_net,1084.91,16,7,2023,23,41,1.0
M,Spring City,TN,"Designer, multimedia",shopping_net,756.01,1,3,2024,22,21,1.0
F,New York City,NY,Accounting technician,misc_net,831.26,23,10,2023,3,10,1.0
M,Santa Ana,CA,"Designer, textile",misc_net,708.31,2,2,2024,23,32,1.0
F,Mcminnville,OR,"Engineer, civil (contracting)",grocery_pos,297.34,8,10,2023,4,20,1.0
F,Schenectady,NY,Professor Emeritus,shopping_net,6.23,9,2,2024,2,13,1.0
F,Sandyville,WV,Retail buyer,grocery_pos,292.5,6,1,2024,22,47,1.0
M,Fremont,NE,Commissioning editor,misc_net,854.3,6,5,2023,3,26,1.0
F,Buckeye,AZ,"Engineer, aeronautical",home,272.53,16,1,2024,23,29,1.0
M,Fort Cobb,OK,Insurance risk surveyor,misc_net,6.62,11,6,2023,23,19,1.0
M,Cumberland,MD,"Teacher, adult education",grocery_pos,300.2,14,1,2024,2,36,1.0
F,Burbank,CA,Event organiser,grocery_pos,463.05,25,11,2023,1,12,1.0
M,Shelton,CT,"Surveyor, building control",shopping_net,793.4,27,2,2024,22,10,1.0
M,Montgomery,AL,Quarry manager,shopping_net,930.59,30,11,2023,22,42,1.0
M,Burlington,WA,Fish farm manager,shopping_net,991.2,11,7,2023,22,31,1.0
F,Ormond Beach,FL,Speech and language therapist,shopping_net,1005.86,19,9,2023,22,16,1.0
F,Bronx,NY,Fisheries officer,shopping_pos,912.27,4,1,2024,23,11,1.0
F,Danville,VA,Academic librarian,health_fitness,19.0,5,7,2023,23,0,1.0
F,Salt Lake City,UT,"Librarian, public",misc_net,902.66,14,3,2023,23,35,1.0
F,Thornton,CA,Arts development officer,home,482.49,28,3,2023,22,30,1.0
F,Saint Louis,MO,Lawyer,grocery_pos,285.78,29,2,2024,11,52,1.0
F,District Heights,MD,Midwife,grocery_pos,304.08,4,2,2024,3,17,1.0
F,Rhinelander,WI,"Teacher, music",misc_pos,1117.83,18,7,2023,3,54,1.0
F,Palm Coast,FL,Learning disability nurse,health_fitness,15.81,25,10,2023,22,33,1.0
F,Peoria,AZ,Historic buildings inspector/conservation officer,shopping_net,1114.62,5,10,2023,23,27,1.0
M,Winston Salem,NC,General practice doctor,grocery_pos,287.48,4,5,2023,3,42,1.0
F,New Milford,NJ,"Engineer, agricultural",kids_pets,246.17,13,9,2023,22,16,1.0
M,Seattle,WA,Immigration officer,shopping_net,1045.29,25,8,2023,22,57,1.0
M,Seattle,WA,Immigration officer,grocery_pos,10.75,24,8,2023,2,53,1.0
M,Chandler,AZ,Special effects artist,shopping_net,1041.83,1,7,2023,22,54,1.0
M,Portage,MI,Research scientist (maths),grocery_pos,289.42,15,9,2023,1,14,1.0
M,Seattle,WA,Immigration officer,gas_transport,265.55,24,8,2023,2,25,1.0
M,Union City,IN,Agricultural engineer,shopping_net,829.7,4,10,2023,14,24,1.0
M,Indianapolis,IN,Product manager,grocery_pos,314.26,7,4,2023,2,24,1.0
M,Fort Cobb,OK,Insurance risk surveyor,grocery_pos,991.21,10,6,2023,23,36,1.0
F,Salt Lake City,UT,"Librarian, public",grocery_pos,7.11,14,3,2023,0,56,1.0
F,Evansville,IN,Quarry manager,misc_net,826.39,31,7,2023,22,51,1.0
M,Fisher,IL,Art therapist,kids_pets,295.84,22,1,2024,23,53,1.0
M,Toledo,OH,"Scientist, biomedical",shopping_pos,1071.56,30,1,2024,23,53,1.0
M,Atlanta,GA,Maintenance engineer,grocery_pos,292.36,14,12,2023,0,45,1.0
M,Chickasha,OK,Airline pilot,shopping_pos,962.66,27,7,2023,16,11,1.0
F,San Antonio,TX,Recycling officer,grocery_pos,303.27,5,4,2023,2,23,1.0
F,Nashville,TN,"Buyer, retail",shopping_pos,856.21,25,2,2024,23,6,1.0
M,Marcus Hook,PA,"Production designer, theatre/television/film",kids_pets,908.92,27,5,2023,22,15,1.0
F,Columbia,MD,Statistician,grocery_pos,300.85,30,7,2023,1,4,1.0
M,Belle Vernon,PA,Solicitor,misc_net,912.66,15,7,2023,22,26,1.0
M,Cleveland,OH,Clothing/textile technologist,shopping_net,843.91,5,8,2023,22,17,1.0
M,Davis City,IA,"Programmer, systems",grocery_pos,333.25,10,8,2023,0,13,1.0
M,Fresno,CA,Acupuncturist,grocery_pos,891.04,12,3,2023,22,51,1.0
M,Jackson,MI,"Designer, furniture",shopping_pos,1053.1,23,7,2023,20,35,1.0
M,Island Park,NY,Radiation protection practitioner,grocery_pos,10.54,24,4,2023,0,39,1.0
F,El Paso,TX,"Programmer, multimedia",shopping_pos,117.22,1,12,2023,22,33,1.0
M,Flower Mound,TX,"Surveyor, hydrographic",shopping_pos,365.2,9,9,2023,23,21,1.0
F,District Heights,MD,Midwife,shopping_net,878.51,5,2,2024,23,15,1.0
F,Dansville,NY,Patent attorney,grocery_pos,295.69,15,7,2023,0,11,1.0
F,Egg Harbor Township,NJ,Biomedical engineer,health_fitness,972.81,2,6,2023,23,15,1.0
F,San Jose,CA,Broadcast engineer,grocery_pos,740.06,17,12,2023,23,49,1.0
M,Chickasha,OK,Airline pilot,shopping_pos,956.58,27,7,2023,22,44,1.0
M,Nanuet,NY,Ophthalmologist,grocery_pos,300.28,14,12,2023,2,58,1.0
M,Oakland,CA,"Engineer, communications",misc_net,768.66,2,4,2023,0,31,1.0
M,Ellicott City,MD,"Civil engineer, contracting",shopping_net,1056.64,2,4,2023,23,50,1.0
F,Broomfield,CO,Television production assistant,shopping_pos,10.2,16,9,2023,23,16,1.0
F,Jackson,LA,Recycling officer,grocery_pos,8.31,2,11,2023,0,54,1.0
F,Chula Vista,CA,Call centre manager,entertainment,483.58,4,6,2023,2,32,1.0
M,Dadeville,AL,Ranger/warden,grocery_net,11.3,8,5,2023,2,17,1.0
F,Patchogue,NY,Systems analyst,shopping_pos,1161.52,27,7,2023,23,54,1.0
F,Egg Harbor Township,NJ,Biomedical engineer,misc_net,895.35,2,6,2023,22,22,1.0
M,Loveland,CO,Chief Financial Officer,grocery_pos,297.99,29,2,2024,0,27,1.0
F,Boston,MA,"Engineer, manufacturing systems",grocery_pos,277.39,11,2,2024,23,38,1.0
F,Seabrook,TX,Broadcast journalist,gas_transport,9.43,15,4,2023,11,19,1.0
M,Davidson,NC,"Engineer, civil (contracting)",grocery_pos,310.0,14,3,2023,2,38,1.0
F,Miami,FL,Plant breeder/geneticist,grocery_pos,745.8,17,6,2023,1,55,1.0
F,Coffeyville,KS,"Biochemist, clinical",grocery_pos,319.9,12,12,2023,1,2,1.0
F,San Jose,CA,Broadcast engineer,misc_net,319.09,17,12,2023,23,45,1.0
F,El Cajon,CA,Bonds trader,home,19.34,16,4,2023,22,17,1.0
M,Cutler,CA,Secondary school teacher,shopping_net,792.98,12,12,2023,21,42,1.0
F,Bronx,NY,"Research officer, government",grocery_pos,281.37,12,12,2023,2,4,1.0
M,Denver,CO,Careers adviser,kids_pets,1012.9,6,5,2023,22,34,1.0
F,Flint,MI,Site engineer,gas_transport,297.83,13,11,2023,3,28,1.0
F,Seabrook,TX,Broadcast journalist,grocery_pos,274.68,15,4,2023,2,3,1.0
F,New Milford,NJ,"Engineer, agricultural",misc_pos,8.6,12,9,2023,1,30,1.0
F,El Paso,TX,"Programmer, multimedia",travel,782.27,1,12,2023,23,40,1.0
F,Tualatin,OR,Occupational therapist,shopping_net,1164.97,13,8,2023,23,43,1.0
F,Sayville,NY,Private music teacher,shopping_net,543.75,16,1,2024,3,13,1.0
F,Reno,NV,Best boy,home,22.95,28,7,2023,22,22,1.0
M,Flower Mound,TX,"Surveyor, hydrographic",entertainment,126.66,9,9,2023,23,31,1.0
M,Newhall,CA,"Scientist, research (physical sciences)",grocery_pos,722.26,8,12,2023,0,56,1.0
F,San Antonio,TX,Recycling officer,grocery_pos,21.46,5,4,2023,22,41,1.0
F,Ormond Beach,FL,Speech and language therapist,grocery_pos,9.94,18,9,2023,3,16,1.0
M,Milford,MI,Sports coach,food_dining,564.86,5,10,2023,22,47,1.0
M,Koosharem,UT,"Surveyor, land/geomatics",grocery_pos,301.9,29,1,2024,0,53,1.0
F,Miami,FL,Early years teacher,personal_care,23.29,2,3,2024,23,45,1.0
F,Palm Coast,FL,Learning disability nurse,home,259.81,25,10,2023,23,39,1.0
M,Davidson,NC,"Engineer, civil (contracting)",shopping_net,640.38,15,3,2023,22,57,1.0
F,Patchogue,NY,Systems analyst,misc_net,986.95,26,7,2023,16,22,1.0
F,Nampa,ID,Technical author,shopping_net,1081.99,25,4,2023,22,52,1.0
F,Berlin Heights,OH,"Production assistant, television",grocery_pos,337.7,15,10,2023,2,15,1.0
F,Chula Vista,CA,Commercial art gallery manager,shopping_pos,109.06,16,5,2023,2,28,1.0
F,Jackson,LA,Recycling officer,shopping_net,951.76,3,11,2023,23,38,1.0
M,Allison Park,PA,Software engineer,grocery_pos,314.13,3,9,2023,0,42,1.0
M,Chickasha,OK,Airline pilot,grocery_pos,272.56,26,7,2023,2,27,1.0
F,Lake Wales,FL,Community arts worker,health_fitness,1159.98,17,10,2023,22,4,1.0
F,Milwaukee,WI,Senior tax professional/tax inspector,shopping_pos,280.98,5,8,2023,23,38,1.0
F,Georgetown,KY,Phytotherapist,misc_net,114.36,2,8,2023,22,24,1.0
M,Shreveport,LA,"Therapist, horticultural",shopping_net,1059.68,5,11,2023,22,5,1.0
F,Denver,CO,Clinical embryologist,shopping_net,8.97,20,7,2023,22,52,1.0
F,Celina,OH,Audiological scientist,home,16.84,27,2,2024,13,8,1.0
F,Bethel,OH,"Teacher, secondary school",personal_care,24.07,5,8,2023,23,11,1.0
M,Cleveland,OH,Clothing/textile technologist,shopping_net,767.66,5,8,2023,22,49,1.0
M,Canton,GA,Barista,shopping_net,1058.0,15,12,2023,16,29,1.0
M,Marlborough,MA,Retail buyer,shopping_pos,892.48,14,1,2024,22,19,1.0
M,Portland,OR,Merchant navy officer,grocery_pos,288.99,22,9,2023,5,59,1.0
M,Newcastle,OK,IT consultant,shopping_net,898.39,31,7,2023,22,53,1.0
M,Lancaster,CA,Water quality scientist,grocery_pos,307.93,31,5,2023,0,39,1.0
F,San Marcos,CA,Occupational psychologist,shopping_pos,920.21,26,9,2023,23,7,1.0
M,Biloxi,MS,Horticultural therapist,grocery_pos,7.05,20,8,2023,3,55,1.0
F,Rocky Mount,VA,"Psychologist, counselling",shopping_net,1047.27,19,4,2023,22,52,1.0
F,San Antonio,TX,Recycling officer,grocery_pos,273.66,5,4,2023,2,45,1.0
F,San Jose,CA,Broadcast engineer,shopping_net,914.67,17,12,2023,22,57,1.0
F,Broomfield,CO,Television production assistant,shopping_net,1027.61,16,9,2023,17,32,1.0
M,Hazleton,IA,Emergency planning/management officer,grocery_pos,318.4,13,8,2023,22,33,1.0
M,Milford,MI,Sports coach,shopping_pos,1026.72,5,10,2023,14,7,1.0
F,Georgetown,KY,Phytotherapist,grocery_pos,307.81,1,8,2023,3,39,1.0
F,Gallatin,TN,"Accountant, chartered certified",gas_transport,373.22,17,7,2023,1,50,1.0
F,Longwood,FL,"Engineer, broadcasting (operations)",shopping_net,889.58,18,5,2023,12,26,1.0
M,Milwaukee,WI,Chiropodist,shopping_pos,1099.18,23,8,2023,23,6,1.0
M,San Jose,CA,Intelligence analyst,entertainment,873.45,18,4,2023,23,48,1.0
F,Sandyville,WV,Retail buyer,entertainment,337.71,7,1,2024,16,52,1.0
M,Burlington,WA,Fish farm manager,travel,1001.44,11,7,2023,20,24,1.0
M,Holt,MI,Counsellor,grocery_pos,319.58,23,8,2023,3,1,1.0
F,Circle Pines,MN,"Programmer, systems",shopping_net,939.48,2,6,2023,22,14,1.0
M,Canton,GA,Barista,shopping_net,835.06,15,12,2023,20,26,1.0
F,Stafford,VA,Careers information officer,grocery_pos,281.26,30,10,2023,0,42,1.0
F,El Paso,TX,"Programmer, multimedia",gas_transport,734.82,30,11,2023,1,29,1.0
F,Saint Paul,MN,Seismic interpreter,misc_pos,1009.8,12,3,2023,3,26,1.0
M,Ellicott City,MD,"Civil engineer, contracting",shopping_net,1053.73,3,4,2023,20,55,1.0
F,Chula Vista,CA,Commercial art gallery manager,food_dining,350.79,17,5,2023,0,2,1.0
F,Janesville,WI,Pathologist,gas_transport,9.51,8,7,2023,2,0,1.0
F,Palm Coast,FL,Learning disability nurse,misc_net,495.22,24,10,2023,0,49,1.0
M,Newhall,CA,"Scientist, research (physical sciences)",shopping_net,1078.64,9,12,2023,23,19,1.0
M,Biloxi,MS,Horticultural therapist,grocery_pos,290.38,20,8,2023,10,5,1.0
F,Two Rivers,WI,Accounting technician,grocery_pos,320.14,26,10,2023,0,11,1.0
F,Evansville,IN,Quarry manager,shopping_net,795.71,1,8,2023,22,49,1.0
F,Northampton,PA,Clothing/textile technologist,shopping_net,899.48,28,8,2023,23,15,1.0
F,Gallatin,TN,"Accountant, chartered certified",misc_net,762.53,17,7,2023,1,19,1.0
F,Huntington,WV,"Therapist, speech and language",shopping_pos,1078.18,9,6,2023,22,19,1.0
F,Seattle,WA,Interior and spatial designer,entertainment,758.32,12,11,2023,3,35,1.0
M,Marcus Hook,PA,"Production designer, theatre/television/film",shopping_pos,836.99,27,5,2023,22,59,1.0
F,Tiffin,OH,Architect,gas_transport,269.41,18,12,2023,3,45,1.0
M,Fond Du Lac,WI,Acupuncturist,shopping_pos,1099.07,20,1,2024,23,4,1.0
M,Newhall,CA,"Scientist, research (physical sciences)",shopping_net,1049.67,9,12,2023,23,55,1.0
F,Chandler,AZ,"Pharmacist, community",grocery_net,286.0,24,7,2023,8,37,1.0
M,Leesburg,GA,Dancer,shopping_pos,915.43,19,2,2024,23,52,1.0
F,Lake Wales,FL,Community arts worker,grocery_pos,321.59,16,10,2023,0,51,1.0
M,Seattle,WA,"Therapist, sports",misc_pos,1056.35,30,12,2023,23,18,1.0
F,Reno,NV,Best boy,personal_care,240.22,28,7,2023,22,5,1.0
F,Wood River,IL,Commercial horticulturist,grocery_pos,276.86,8,4,2023,1,35,1.0
M,Winston Salem,NC,General practice doctor,misc_net,895.61,5,5,2023,23,39,1.0
F,Riverside,IL,IT sales professional,food_dining,8.68,19,5,2023,3,47,1.0
M,Leesburg,GA,Dancer,shopping_net,1001.62,19,2,2024,23,53,1.0
M,Milwaukee,WI,Chiropodist,shopping_net,19.56,23,8,2023,23,7,1.0
F,Clear Lake,MN,"Engineer, electronics",gas_transport,299.51,12,3,2023,0,17,1.0
M,Dadeville,AL,Ranger/warden,shopping_net,868.55,9,5,2023,23,1,1.0
M,Belle Vernon,PA,Solicitor,travel,757.99,16,7,2023,23,35,1.0
M,Canton,GA,Barista,shopping_net,947.17,15,12,2023,22,34,1.0
F,Evansville,IN,Quarry manager,travel,952.14,1,8,2023,22,39,1.0
M,Lancaster,CA,Water quality scientist,gas_transport,6.57,31,5,2023,3,7,1.0
M,Cumberland,MD,"Teacher, adult education",grocery_pos,8.92,14,1,2024,10,38,1.0
M,Fremont,NE,Commissioning editor,grocery_pos,6.33,5,5,2023,1,29,1.0
F,Georgetown,KY,Phytotherapist,misc_net,699.38,1,8,2023,18,44,1.0
F,Danville,VA,Academic librarian,misc_pos,358.92,4,7,2023,2,49,1.0
M,Chickasha,OK,Airline pilot,grocery_pos,301.22,26,7,2023,0,57,1.0
F,Janesville,WI,Pathologist,misc_net,856.62,8,7,2023,22,15,1.0
F,Rhinelander,WI,"Teacher, music",home,122.92,19,7,2023,23,14,1.0
F,Saint Louis,MO,Press sub,gas_transport,10.51,8,9,2023,2,51,1.0
F,Flint,MI,Site engineer,misc_net,800.7,13,11,2023,13,40,1.0
M,Nanuet,NY,Ophthalmologist,shopping_net,893.25,15,12,2023,23,46,1.0
F,Leesville,LA,"Optician, dispensing",shopping_net,788.35,24,5,2023,23,52,1.0
M,Mesa,AZ,Associate Professor,shopping_net,21.63,12,9,2023,22,21,1.0
F,Riverside,IL,IT sales professional,personal_care,17.49,19,5,2023,23,3,1.0
M,El Segundo,CA,"Therapist, speech and language",shopping_pos,1115.77,20,7,2023,23,0,1.0
M,Marcus Hook,PA,"Production designer, theatre/television/film",grocery_pos,865.99,26,5,2023,2,7,1.0
M,Indianapolis,IN,Product manager,grocery_pos,312.17,7,4,2023,0,22,1.0
M,Spring City,TN,"Designer, multimedia",grocery_pos,326.68,29,2,2024,2,35,1.0
M,San Jose,CA,Intelligence analyst,shopping_net,699.29,18,4,2023,22,53,1.0
F,Tualatin,OR,Occupational therapist,shopping_net,7.77,13,8,2023,23,47,1.0
F,New York City,NY,Accounting technician,kids_pets,17.28,24,10,2023,22,33,1.0
F,Saint Louis,MO,Press sub,grocery_pos,9.7,8,9,2023,3,18,1.0
F,Moss Landing,CA,Analytical chemist,home,998.73,25,12,2023,23,6,1.0
F,Milwaukee,WI,Senior tax professional/tax inspector,grocery_pos,8.79,4,8,2023,2,26,1.0
F,Circle Pines,MN,"Programmer, systems",shopping_net,1103.86,2,6,2023,17,1,1.0
M,Union City,IN,Agricultural engineer,entertainment,997.64,4,10,2023,23,2,1.0
M,Biloxi,MS,Horticultural therapist,shopping_net,791.18,21,8,2023,22,27,1.0
F,Wood River,IL,Commercial horticulturist,shopping_net,888.01,9,4,2023,22,53,1.0
M,Milford,MI,Sports coach,shopping_net,925.71,5,10,2023,23,18,1.0
F,Orange City,FL,Paediatric nurse,gas_transport,8.56,1,6,2023,3,5,1.0
M,Peoria,IL,"Accountant, chartered",grocery_pos,319.32,4,5,2023,0,41,1.0
